customer_id,customer_name,email,phone,age,gender,city,state,tier,pincode,signup_date,is_premium
CUST0213,Bhanumati Iyer,chatresh70@example.org,04510463681,42,Female,Bhopal,Karnataka,Tier 2,981238,2022-09-22,True
CUST0214,Balveer Kota,gauri76@example.net,+910555438404,37,Female,Delhi,Madhya Pradesh,Tier 1,843256,2023-12-13,False
CUST0215,Gagan Raja,omishakhosla@example.net,+916495782329,31,Male,Patna,Nagaland,Tier 2,248262,2024-10-17,False
CUST0216,Eesha Bir,goureesha@example.org,0566474231,32,Female,Agra,Chhattisgarh,Tier 2,099499,2024-10-16,False
CUST0217,Vincent Kashyap,parmerfariq@example.net,02897526772,43,Male,Mumbai,Goa,Tier 1,306046,2024-08-09,False
CUST0218,Samarth Bhatti,revasuri@example.net,07366096569,34,Female,Bangalore,Telangana,Tier 1,817703,2022-12-12,False
CUST0219,Balveer Ram,guptabishakha@example.com,04472649082,23,Female,Bangalore,Manipur,Tier 1,181298,2024-03-16,False
CUST0220,Odika Naik,lbakshi@example.com,3714521117,54,Male,Chennai,Rajasthan,Tier 1,186892,2022-07-30,False
CUST0221,Caleb Garde,mason22@example.org,0644742123,27,Male,Hyderabad,Andhra Pradesh,Tier 1,077780,2023-08-12,False
CUST0222,Wazir Kalla,asetty@example.com,+919903849830,39,Male,Gwalior,Goa,Tier 3,050209,2024-08-02,False
CUST0223,Garima Chahal,chopraomaja@example.org,+914999827950,35,Female,Kolkata,Assam,Tier 1,556168,2024-07-26,False
CUST0224,Urishilla Desai,maharajforum@example.net,08339019817,45,Male,Hyderabad,Telangana,Tier 1,695489,2022-04-11,False
CUST0225,Kai Taneja,ztailor@example.org,3430107139,27,Female,Ahmedabad,Maharashtra,Tier 1,055830,2024-08-26,False
CUST0226,Baghyawati Kumar,morarcharita@example.net,5015569902,28,Female,Mathura,Gujarat,Tier 3,577027,2024-09-22,False
CUST0227,Gautami Shere,hbhalla@example.com,5880395512,35,Female,Hyderabad,Himachal Pradesh,Tier 1,568299,2022-08-30,False
CUST0228,Jackson Morar,azad46@example.org,03574384215,36,Male,Mumbai,Uttar Pradesh,Tier 1,317807,2023-08-29,False
CUST0229,Ranveer Oak,tviswanathan@example.com,+911823076810,44,Female,Hyderabad,Jharkhand,Tier 1,915701,2024-02-16,False
CUST0230,Arin Muni,ekaniiyer@example.org,04857142241,36,Female,Nagpur,Andhra Pradesh,Tier 2,385854,2024-03-19,False
CUST0231,Yash Garg,mukhopadhyayhamsini@example.net,00207016016,45,Female,Indore,Madhya Pradesh,Tier 2,997954,2022-08-08,False
CUST0232,Farhan Shroff,giriksidhu@example.org,04773329456,28,Male,Nagpur,Goa,Tier 2,577017,2023-06-01,False
CUST0233,Varenya Shenoy,barkhapall@example.net,2816158148,23,Male,Patna,Manipur,Tier 2,963938,2022-06-25,False
CUST0234,Leena Bhatti,sathvik96@example.com,5832197199,24,Male,Bangalore,Manipur,Tier 1,817246,2022-09-05,False
CUST0235,Ladli Narang,fbhat@example.org,+919022784699,54,Female,Jaipur,Manipur,Tier 2,354946,2022-04-19,False
CUST0236,Abhiram Uppal,sdatta@example.org,08008514036,33,Female,Surat,Tamil Nadu,Tier 2,566668,2023-06-19,False
CUST0237,Vaishnavi Dewan,leenaparsa@example.com,+914220102762,24,Female,Kolkata,Assam,Tier 1,679692,2022-11-25,True
CUST0238,Shivani Rajagopalan,upkaar26@example.net,+919738468950,47,Female,Moradabad,Arunachal Pradesh,Tier 3,519712,2023-12-07,False
CUST0239,Udyati Varughese,virkgaurang@example.org,01894905807,44,Male,Moradabad,Manipur,Tier 3,956544,2024-03-28,False
CUST0240,Daksha Lad,solankiomkaar@example.net,+914904712814,34,Male,Mumbai,Himachal Pradesh,Tier 1,944401,2022-09-18,False
CUST0241,Matthew Sekhon,parth43@example.com,+918051292766,35,Female,Indore,Haryana,Tier 2,239504,2024-07-27,False
CUST0242,Oliver Shetty,tsoni@example.com,8366742860,26,Male,Delhi,Jharkhand,Tier 1,658018,2022-06-30,False
CUST0243,Rachana Mahajan,anamika41@example.com,9673938525,54,Male,Lucknow,Nagaland,Tier 2,010618,2024-09-17,True
CUST0244,Indali Kanda,zayan30@example.org,1093911192,53,Male,Surat,Madhya Pradesh,Tier 2,124471,2022-06-11,False
CUST0245,Aradhana Sane,aarini21@example.com,+916650442717,58,Male,Bangalore,Gujarat,Tier 1,271286,2024-09-19,False
CUST0246,Riya Lad,banerjeeelijah@example.org,4707200642,51,Male,Delhi,Tamil Nadu,Tier 1,690877,2022-12-06,False
CUST0247,Ekaraj Zachariah,aarushrajagopalan@example.net,01985546015,41,Female,Indore,Nagaland,Tier 2,174328,2023-11-09,False
CUST0248,Rayaan Mistry,ochhabra@example.net,07173203093,25,Male,Patna,Meghalaya,Tier 2,184787,2022-03-03,True
CUST0249,Harinakshi Bhalla,brijesh61@example.org,8782931027,31,Female,Ahmedabad,Rajasthan,Tier 1,790320,2022-01-26,True
CUST0250,Damyanti Chatterjee,lgarde@example.org,+911799313656,32,Female,Kolkata,Karnataka,Tier 1,982530,2022-09-25,False
CUST0251,Gautami Bhatnagar,mahallohit@example.com,+915827390219,39,Male,Delhi,Madhya Pradesh,Tier 1,071002,2024-07-10,False
CUST0252,Omaja Soni,samueldhar@example.net,08763290927,30,Male,Kolkata,Punjab,Tier 1,456083,2022-05-19,True
CUST0253,Girish Pathak,ucchaljoshi@example.com,+913127722005,32,Female,Agra,Jharkhand,Tier 2,645970,2022-10-26,False
CUST0254,Patrick Dugar,sundaramyutika@example.org,+913799563531,20,Female,Kanpur,Karnataka,Tier 2,136363,2022-06-12,False
CUST0255,Vedhika Bhagat,ndhillon@example.net,02652735435,35,Male,Bangalore,Chhattisgarh,Tier 1,904217,2022-04-25,False
CUST0256,Onveer Oza,chakrikadugar@example.net,2983168739,26,Female,Chennai,Meghalaya,Tier 1,406335,2023-12-14,False
CUST0257,Manthan Ahluwalia,cbasu@example.com,8068671773,52,Male,Bangalore,Assam,Tier 1,632543,2023-11-06,False
CUST0258,Amol Srinivasan,neel79@example.net,0772625701,24,Male,Bangalore,Madhya Pradesh,Tier 1,804649,2024-10-03,True
CUST0259,Faris Nayak,varmajanuja@example.org,+916579055281,21,Male,Indore,Nagaland,Tier 2,253817,2024-04-22,False
CUST0260,Umang Nagi,amara86@example.com,+911557788178,29,Male,Chennai,Sikkim,Tier 1,795137,2024-06-20,True
CUST0261,Mahika Gola,faraj12@example.com,+912723804682,34,Female,Patna,Meghalaya,Tier 2,670431,2022-05-16,False
CUST0262,Zinal Nayak,poza@example.net,07988774924,33,Male,Vadodara,Goa,Tier 2,375402,2022-02-04,False
CUST0263,Tamanna Ganesan,bhavikagopal@example.org,2231059274,22,Female,Bareilly,Kerala,Tier 3,380552,2023-07-03,False
CUST0264,Nicholas Walla,jairaj06@example.com,+917520885474,32,Female,Jaipur,Tripura,Tier 2,975170,2023-08-03,True
CUST0265,Darika Bakshi,ckannan@example.com,+915093983430,31,Female,Ahmedabad,Assam,Tier 1,186375,2022-08-05,False
CUST0266,Jalsa Rao,prishapingle@example.com,00455478137,23,Male,Gwalior,Telangana,Tier 3,742662,2024-07-25,False
CUST0267,Maanas Johal,vaishnavi85@example.org,6106462879,27,Female,Delhi,Tripura,Tier 1,326487,2024-07-01,False
CUST0268,Daksha Tak,bkapur@example.org,+914471462730,64,Male,Kolkata,Bihar,Tier 1,719597,2022-03-07,False
CUST0269,Aarna Soni,prakashyauvani@example.net,0429025725,23,Female,Kanpur,Goa,Tier 2,456504,2024-05-28,False
CUST0270,Yoshita Hari,girindraganesh@example.net,05445189520,42,Female,Indore,Chhattisgarh,Tier 2,576521,2023-03-30,False
CUST0271,Yahvi Kant,ishaansahni@example.com,+911207545279,26,Male,Ahmedabad,Mizoram,Tier 1,240132,2022-12-05,False
CUST0272,Utkarsh Mohanty,shauryade@example.org,01107603108,23,Male,Pune,Odisha,Tier 1,714014,2024-12-14,False
CUST0273,Gopal Dasgupta,ryangoyal@example.net,00124955289,24,Female,Kolkata,Haryana,Tier 1,190833,2024-11-03,True
CUST0274,Aayush Chaudhary,yaminisoman@example.com,9271256638,23,Male,Surat,Haryana,Tier 2,151718,2023-03-14,False
CUST0275,Jalsa Mani,butalafalak@example.com,+916479473864,34,Female,Surat,West Bengal,Tier 2,317520,2022-07-31,False
CUST0276,Henry Randhawa,qvirk@example.net,+911266912153,24,Male,Kolkata,Karnataka,Tier 1,961367,2024-11-13,False
CUST0277,Mugdha Parekh,fravel@example.net,02711477320,48,Female,Patna,Bihar,Tier 2,170269,2023-03-09,False
CUST0278,Michael Mitter,bosezinal@example.com,03477848588,29,Female,Kanpur,Andhra Pradesh,Tier 2,616756,2024-11-21,False
CUST0279,Balendra Bali,chavvigala@example.com,02467197889,26,Male,Indore,Meghalaya,Tier 2,828064,2023-11-19,False
CUST0280,Ira Mane,darsh09@example.org,+915590561655,42,Female,Kolkata,Maharashtra,Tier 1,033349,2024-02-08,False
CUST0281,Dalaja Contractor,omkaar08@example.com,+917698640790,61,Female,Agra,Karnataka,Tier 2,965917,2022-05-12,False
CUST0282,Gayathri Taneja,ojas94@example.com,03718344049,21,Female,Nagpur,Madhya Pradesh,Tier 2,919195,2022-06-05,False
CUST0283,Vaishnavi Sane,idikabose@example.net,08468536649,25,Female,Hyderabad,Mizoram,Tier 1,820829,2023-03-01,False
CUST0284,Unni Loyal,hbhasin@example.org,07232466513,18,Female,Kolkata,West Bengal,Tier 1,442493,2024-02-15,False
CUST0285,Ishaan Doctor,ayaankorpal@example.com,07866032420,24,Female,Pune,Himachal Pradesh,Tier 1,820700,2023-09-23,True
CUST0286,Chanchal Bhatt,qpatla@example.net,+916231981898,26,Male,Patna,Himachal Pradesh,Tier 2,139155,2022-05-11,False
CUST0287,Warinder Sampath,maanaschhabra@example.org,+914764907851,40,Female,Kolkata,Karnataka,Tier 1,734257,2024-06-26,False
CUST0288,Ansh Banerjee,khatrizehaan@example.net,04518376064,22,Male,Delhi,Jharkhand,Tier 1,343275,2023-07-26,False
CUST0289,Bahadurjit Mahal,swamyurishilla@example.net,05612481569,27,Female,Indore,Telangana,Tier 2,700272,2024-09-28,False
CUST0290,Ryan Mody,fitan12@example.org,2965772429,27,Female,Ahmedabad,Uttarakhand,Tier 1,431652,2022-01-05,True
CUST0291,Udarsh Bail,karnikgaurav@example.com,+914206969421,28,Female,Pune,Kerala,Tier 1,910867,2023-09-04,False
CUST0292,Jagat Kapur,rayaanlata@example.com,7626393436,22,Male,Indore,Goa,Tier 2,204439,2024-11-12,False
CUST0293,Kala Shanker,anneupasna@example.org,06366941180,28,Male,Mumbai,Arunachal Pradesh,Tier 1,375990,2023-12-02,True
CUST0294,Yamini Raj,megha52@example.net,+919242875721,29,Male,Hyderabad,Karnataka,Tier 1,241502,2022-01-09,False
CUST0295,Jalsa Sani,adya94@example.net,06257287032,30,Female,Bangalore,Arunachal Pradesh,Tier 1,207427,2024-02-15,False
CUST0296,Warda Baria,tparikh@example.net,07712151342,44,Male,Surat,Uttarakhand,Tier 2,849939,2023-11-09,False
CUST0297,Omaja Bose,wishichandra@example.com,+914165915201,20,Female,Mumbai,Manipur,Tier 1,749050,2022-01-07,False
CUST0298,Ekta Dayal,chanakyamandal@example.com,+911896164236,35,Female,Kanpur,Assam,Tier 2,326642,2024-10-16,False
CUST0299,Vritti Sankaran,karan51@example.com,3776749961,20,Male,Delhi,Tripura,Tier 1,592661,2022-07-07,False
CUST0300,Ubika Kapur,warhivyas@example.net,8147617422,45,Female,Nagpur,Sikkim,Tier 2,386490,2022-03-04,True
CUST0301,Chakradev Varghese,uppalpavani@example.com,+917945491801,27,Female,Agra,Telangana,Tier 2,226016,2024-05-05,False
CUST0302,Dipta Sha,vlanka@example.org,+912194168006,28,Male,Pune,Bihar,Tier 1,277697,2024-12-30,False
CUST0303,Megha Mittal,dasskrishna@example.org,+911030372368,33,Male,Bangalore,Gujarat,Tier 1,472760,2023-04-16,False
CUST0304,Michael Saxena,bsinha@example.com,3349605016,29,Female,Gwalior,Maharashtra,Tier 3,998407,2022-06-30,False
CUST0305,Yochana Sura,darshwable@example.org,09581467179,27,Male,Surat,Rajasthan,Tier 2,760243,2023-09-13,True
CUST0306,Raksha Kata,harinakshisidhu@example.org,06657293417,42,Female,Kanpur,Chhattisgarh,Tier 2,329716,2023-12-30,True
CUST0307,Wahab Kadakia,badamijagrati@example.com,02280156193,33,Female,Vadodara,Bihar,Tier 2,745508,2024-02-06,False
CUST0308,Yutika Chawla,sarmatanvi@example.org,+919918081213,55,Female,Ahmedabad,Kerala,Tier 1,478712,2023-02-20,False
CUST0309,Gaurika Devi,jaggireva@example.com,+913754821456,48,Female,Nagpur,Kerala,Tier 2,286326,2024-10-02,True
CUST0310,Tara Varty,ayushman72@example.org,8115562606,32,Male,Delhi,Tripura,Tier 1,290846,2023-10-05,False
CUST0311,Dipta Padmanabhan,mammenmanan@example.net,07389975634,33,Male,Mumbai,Assam,Tier 1,856288,2023-09-17,False
CUST0312,Girik Vaidya,harini20@example.org,9434681054,45,Male,Mumbai,Rajasthan,Tier 1,101749,2023-03-18,False
CUST0313,Harinakshi Keer,inayamistry@example.com,9268315893,36,Male,Agra,Uttarakhand,Tier 2,712661,2022-01-09,False
CUST0314,Pavani De,ckala@example.org,08698864976,43,Female,Lucknow,Manipur,Tier 2,622827,2022-05-24,False
CUST0315,Yochana Wadhwa,kalatamanna@example.com,+912851961159,38,Male,Surat,Jharkhand,Tier 2,821545,2023-12-13,False
CUST0316,Vedika Bala,luckysama@example.org,04327018510,22,Male,Bangalore,Maharashtra,Tier 1,949756,2023-04-17,False
CUST0317,Lakshit Thaman,qsengupta@example.com,+915199663658,40,Male,Kolkata,Arunachal Pradesh,Tier 1,412094,2024-01-09,True
CUST0318,Frederick Hans,vigranbir@example.com,0182043397,31,Male,Chennai,Assam,Tier 1,690705,2024-05-21,False
CUST0319,Oeshi Bajwa,lavanya41@example.org,+918242241246,30,Male,Bangalore,Sikkim,Tier 1,095200,2023-11-10,False
CUST0320,Hardik Nagarajan,nitaranaik@example.com,01033993788,35,Female,Kolkata,Madhya Pradesh,Tier 1,405786,2023-04-08,False
CUST0321,Ayush Reddy,anirudhluthra@example.net,1382496718,23,Female,Delhi,Gujarat,Tier 1,582386,2022-04-12,False
CUST0322,Benjamin Agarwal,pmann@example.org,+910749465398,38,Female,Bhopal,Jharkhand,Tier 2,289141,2024-05-12,False
CUST0323,Logan Mammen,nkade@example.net,05474355379,35,Male,Kolkata,Karnataka,Tier 1,209700,2023-09-07,False
CUST0324,Odika Suresh,fyohannan@example.net,1807156956,39,Male,Moradabad,Goa,Tier 3,175370,2024-11-11,False
CUST0325,Avni Parmar,gautammitter@example.net,+913750479303,28,Male,Bareilly,Uttarakhand,Tier 3,149872,2022-12-11,False
CUST0326,Parth Bhattacharyya,dhruvdatta@example.com,3843089487,38,Female,Surat,Andhra Pradesh,Tier 2,056641,2024-05-07,False
CUST0327,Warhi Pathak,kapurchampak@example.com,08750635190,34,Female,Indore,Telangana,Tier 2,613325,2024-11-22,False
CUST0328,Gunbir Bala,zsankaran@example.org,5431735058,30,Male,Kolkata,Uttar Pradesh,Tier 1,199717,2023-04-28,False
CUST0329,Frederick Bhat,purohitdhriti@example.net,+912070496110,33,Male,Bareilly,Nagaland,Tier 3,466196,2024-06-18,True
CUST0330,Sudiksha Rajagopalan,nsangha@example.net,+915078593110,45,Male,Delhi,Punjab,Tier 1,939284,2022-12-29,False
CUST0331,Vasana Saxena,xavierdevan@example.org,+912496854982,50,Male,Surat,Chhattisgarh,Tier 2,495450,2023-07-07,False
CUST0332,Dakshesh Khanna,samihemangini@example.org,+913153779599,24,Male,Vadodara,Karnataka,Tier 2,652170,2024-03-15,True
CUST0333,Aarush Kapoor,unnatikala@example.org,05636205015,42,Female,Surat,Andhra Pradesh,Tier 2,247395,2024-02-10,True
CUST0334,Rushil Hora,owen34@example.net,+915832302410,31,Female,Ahmedabad,Uttarakhand,Tier 1,615347,2022-03-10,False
CUST0335,Kashish Garg,hbhattacharyya@example.org,+913386559630,28,Female,Ahmedabad,Tripura,Tier 1,842530,2023-01-09,False
CUST0336,Jonathan Trivedi,ukadakia@example.org,09128685787,28,Female,Jaipur,Goa,Tier 2,587774,2024-09-04,False
CUST0337,Balhaar Johal,samakshseth@example.org,03466925481,30,Female,Surat,Chhattisgarh,Tier 2,478539,2024-06-21,False
CUST0338,Yauvani Nayar,dseshadri@example.com,05754602734,28,Male,Ahmedabad,Rajasthan,Tier 1,514888,2022-03-05,False
CUST0339,Aradhana Kari,daniekbal@example.com,+918353544439,44,Female,Moradabad,Chhattisgarh,Tier 3,044566,2024-09-26,True
CUST0340,Urmi Vala,mitalikari@example.org,3738987751,37,Female,Hyderabad,Karnataka,Tier 1,663778,2024-06-19,False
CUST0341,Liam Dave,aditya75@example.com,+916668459090,46,Female,Delhi,Chhattisgarh,Tier 1,599996,2022-02-16,False
CUST0342,Mahika Bhatt,eguha@example.org,09741218209,27,Female,Vadodara,Meghalaya,Tier 2,231643,2023-08-16,True
CUST0343,Ekaraj Sha,pillayzarna@example.org,+915662128671,58,Male,Pune,Madhya Pradesh,Tier 1,234672,2022-12-29,False
CUST0344,Samaksh Thakkar,mmajumdar@example.org,+917169385977,21,Male,Kolkata,Manipur,Tier 1,147546,2024-07-26,False
CUST0345,Ojasvi Krish,rachanashankar@example.com,2916032484,64,Male,Chennai,Sikkim,Tier 1,376815,2024-08-10,True
CUST0346,Yamini Nanda,kseshadri@example.com,+918070176563,45,Female,Varanasi,Madhya Pradesh,Tier 3,041257,2022-04-29,False
CUST0347,Ekansh Butala,rakshadey@example.com,02209124186,28,Female,Bangalore,Goa,Tier 1,042752,2024-01-24,False
CUST0348,Tarak Sathe,virkharshil@example.com,4709006335,40,Male,Bangalore,Haryana,Tier 1,106005,2022-12-03,True
CUST0349,Thomas Char,oliverbasu@example.com,1558393866,27,Female,Delhi,Bihar,Tier 1,315520,2022-10-26,False
CUST0350,Advik Ramachandran,tarakannan@example.org,4950136497,34,Male,Patna,Bihar,Tier 2,419562,2023-09-17,False
CUST0351,Eesha Subramaniam,nayakandrew@example.net,7683890309,22,Male,Hyderabad,Tripura,Tier 1,436391,2023-05-31,False
CUST0352,Kavya Tara,saksham26@example.org,0397524508,23,Female,Ahmedabad,Uttar Pradesh,Tier 1,403553,2022-04-04,False
CUST0353,Yuvraj Kapadia,uverma@example.org,00171302321,33,Male,Mumbai,Goa,Tier 1,381674,2022-11-16,True
CUST0354,Yash Samra,yuvrajmitter@example.com,7347156627,36,Male,Pune,Manipur,Tier 1,896270,2022-09-13,False
CUST0355,Fiyaz Mital,parthkurian@example.com,04746897152,23,Female,Indore,Tamil Nadu,Tier 2,323008,2023-08-16,True
CUST0356,Nidhi Sagar,yprakash@example.com,09160169236,33,Female,Jaipur,Himachal Pradesh,Tier 2,875066,2023-08-05,False
CUST0357,Vanya Banerjee,ayaan24@example.net,02439920116,32,Female,Pune,Madhya Pradesh,Tier 1,836264,2023-01-19,False
CUST0358,Xiti Walia,umorar@example.com,1195243640,19,Female,Hyderabad,Goa,Tier 1,011686,2024-12-10,False
CUST0359,Raagini Garde,kavyagrewal@example.net,+913728179323,37,Female,Patna,Arunachal Pradesh,Tier 2,346791,2024-10-13,False
CUST0360,Fariq Memon,purohitjeet@example.com,+915093771004,22,Male,Kolkata,Tripura,Tier 1,901380,2024-09-15,False
CUST0361,Vedika Solanki,pushti55@example.net,05356690551,43,Male,Bangalore,Andhra Pradesh,Tier 1,620918,2023-08-07,False
CUST0362,Jyoti Seth,avarma@example.net,+910505057397,44,Male,Nagpur,Madhya Pradesh,Tier 2,567164,2023-03-11,False
CUST0363,Luke Venkatesh,dattawidisha@example.org,08727178333,28,Male,Ahmedabad,Goa,Tier 1,160256,2024-08-01,True
CUST0364,Aarini Soni,deshpandevyanjana@example.org,5399156686,56,Male,Mumbai,Uttar Pradesh,Tier 1,341411,2023-03-12,False
CUST0365,Raghav D’Alia,joshua56@example.net,0409836655,27,Female,Lucknow,Uttar Pradesh,Tier 2,899316,2022-05-19,True
CUST0366,Diya Dhillon,theodore77@example.org,4209548149,43,Female,Kolkata,Meghalaya,Tier 1,746052,2022-01-15,False
CUST0367,Charles Gola,tramanathan@example.net,+910865675661,30,Female,Delhi,Mizoram,Tier 1,438612,2022-11-24,False
CUST0368,Daksha Shankar,lakshsathe@example.net,04233305912,30,Female,Meerut,Madhya Pradesh,Tier 3,201572,2023-05-18,False
CUST0369,Yutika Nigam,odixit@example.net,03013674926,55,Male,Ahmedabad,Tripura,Tier 1,764750,2022-03-23,False
CUST0370,Fitan Dara,oupadhyay@example.org,9974192676,23,Female,Patna,Jharkhand,Tier 2,151826,2022-07-06,False
CUST0371,Meera Yadav,hbhatt@example.net,1312920875,29,Male,Lucknow,Bihar,Tier 2,293218,2024-12-24,False
CUST0372,Frado Dash,januja82@example.com,0340848729,36,Male,Hyderabad,Meghalaya,Tier 1,859883,2023-02-03,False
CUST0373,Chaitanya Khalsa,guhalucky@example.com,+912983954296,22,Female,Kolkata,Assam,Tier 1,462671,2024-12-04,False
CUST0374,Luke Wason,ekavirluthra@example.net,3598926256,27,Female,Mathura,Madhya Pradesh,Tier 3,931418,2023-01-30,False
CUST0375,Dominic Narayan,patilgauri@example.com,+913401636112,37,Male,Delhi,Mizoram,Tier 1,971859,2022-06-20,False
CUST0376,Hardik Bava,eesharamachandran@example.org,08896792408,59,Male,Indore,Tamil Nadu,Tier 2,226940,2023-03-15,False
CUST0377,Zaid Sahota,cgoswami@example.com,08446834146,22,Male,Vadodara,Tripura,Tier 2,111312,2024-09-19,False
CUST0378,Frado Mangal,banne@example.net,2778816093,30,Female,Kolkata,Uttarakhand,Tier 1,685389,2024-06-12,False
CUST0379,Om Viswanathan,parthborde@example.com,+918506762515,58,Male,Indore,Sikkim,Tier 2,814474,2022-03-07,False
CUST0380,Aarnav Ramesh,dalajavarma@example.org,09705097545,34,Male,Lucknow,Bihar,Tier 2,526501,2023-02-16,False
CUST0381,Rudra Chad,nirjadasgupta@example.com,+912437654562,23,Female,Chennai,Nagaland,Tier 1,177225,2023-11-01,False
CUST0382,Jagrati Issac,guptabhavani@example.org,+916650237416,35,Male,Pune,Meghalaya,Tier 1,256862,2023-11-06,False
CUST0383,Ansh Date,hemanginitella@example.org,3056906744,64,Male,Ahmedabad,Meghalaya,Tier 1,639282,2022-06-20,False
CUST0384,Ishwar Lall,pushtiissac@example.com,1892392312,24,Female,Ahmedabad,Madhya Pradesh,Tier 1,432609,2023-01-23,False
CUST0385,Charan Rai,tvohra@example.net,3356708604,32,Male,Meerut,Bihar,Tier 3,545635,2022-11-07,False
CUST0386,Banjeet Acharya,nagysimon@example.com,04916247554,29,Male,Agra,Bihar,Tier 2,082555,2022-03-15,True
CUST0387,Wazir Majumdar,leenachahal@example.org,+919109337118,51,Female,Lucknow,Punjab,Tier 2,473820,2024-07-03,False
CUST0388,Omya Krishnan,jasmit71@example.com,+917688029424,37,Female,Varanasi,Arunachal Pradesh,Tier 3,367881,2022-07-18,False
CUST0389,Yashodhara Rajagopalan,mrattan@example.com,+912029390878,26,Male,Delhi,Tamil Nadu,Tier 1,434481,2022-09-15,False
CUST0390,Chakradev Walla,bishakhabaral@example.net,+914240338105,34,Male,Mumbai,Rajasthan,Tier 1,518426,2022-09-23,False
CUST0391,Ekta Bhandari,parekhtheodore@example.net,02408916498,36,Male,Lucknow,Gujarat,Tier 2,354396,2024-08-07,False
CUST0392,Vincent Saraf,manbir71@example.com,+917223972404,40,Male,Mathura,Goa,Tier 3,693121,2022-08-30,False
CUST0393,Suhani Rau,vyaslaksh@example.net,+919166010023,23,Female,Surat,Tripura,Tier 2,429001,2023-10-25,False
CUST0394,Frederick Jain,varshasawhney@example.org,05723084810,39,Male,Ahmedabad,Uttarakhand,Tier 1,184186,2024-04-22,False
CUST0395,Udarsh Bajwa,prisharajan@example.org,04361721314,37,Male,Vadodara,Kerala,Tier 2,951510,2022-08-09,False
CUST0396,Pranav Sangha,pratyush62@example.net,4945147541,54,Male,Pune,Uttar Pradesh,Tier 1,225267,2024-07-28,True
CUST0397,Isaiah Sane,maanav15@example.org,+916557676952,25,Male,Bangalore,Uttar Pradesh,Tier 1,668788,2024-01-14,False
CUST0398,Leena Chacko,kvyas@example.net,3135030587,57,Female,Kolkata,Chhattisgarh,Tier 1,055247,2024-02-05,False
CUST0399,Xavier Kade,dakshdevi@example.org,2606501917,37,Female,Hyderabad,Uttarakhand,Tier 1,025213,2022-08-12,True
CUST0400,Omaja Doctor,upmadey@example.net,4765704120,34,Male,Hyderabad,Rajasthan,Tier 1,928206,2022-04-30,True
CUST0401,Aarna Thaker,utkarsh62@example.com,+918623690362,24,Female,Bareilly,Uttarakhand,Tier 3,775662,2023-10-21,False
CUST0402,Panini Hayer,ikbal11@example.com,5034281139,45,Female,Kanpur,Andhra Pradesh,Tier 2,383034,2022-03-26,False
CUST0403,Veda Bath,murtygirik@example.com,+915468356521,22,Female,Mumbai,Karnataka,Tier 1,818209,2022-05-13,False
CUST0404,Baljiwan Mannan,maxsheth@example.org,1332288985,42,Male,Indore,Manipur,Tier 2,545960,2023-08-17,False
CUST0405,William Joshi,duawidisha@example.org,+912481717524,37,Male,Ahmedabad,Goa,Tier 1,495511,2024-11-26,False
CUST0406,Aarna Solanki,riya21@example.net,00546692758,44,Female,Ahmedabad,West Bengal,Tier 1,516874,2022-10-06,False
CUST0407,Dakshesh Konda,dubeyhenry@example.com,02961367157,22,Male,Delhi,Manipur,Tier 1,112166,2024-11-26,False
CUST0408,Falguni Bhattacharyya,hema97@example.org,7147082723,36,Male,Chennai,Karnataka,Tier 1,960567,2022-11-06,False
CUST0409,Siddharth Bajaj,qmadan@example.net,+911214614768,47,Female,Patna,Gujarat,Tier 2,201654,2022-11-28,True
CUST0410,Ikshita Saini,isoman@example.net,+916596089319,35,Male,Kolkata,Punjab,Tier 1,550272,2022-09-13,False
CUST0411,Ishaan Ray,aarush72@example.net,09103368296,27,Male,Hyderabad,Gujarat,Tier 1,339055,2024-02-15,False
CUST0412,Damyanti Thakkar,tatatamanna@example.com,05586851276,36,Male,Pune,Kerala,Tier 1,892866,2022-01-26,False
CUST0413,Bhanumati Chaudhary,chawlagaurav@example.net,+919617981789,29,Female,Bangalore,Uttar Pradesh,Tier 1,463378,2023-03-19,False
CUST0414,Rohan Singh,panchalucchal@example.com,6053844446,33,Male,Vadodara,Sikkim,Tier 2,060002,2023-08-15,False
CUST0415,Gautami Garde,jkhurana@example.com,+919609626265,20,Female,Hyderabad,Mizoram,Tier 1,631281,2023-08-05,False
CUST0416,Abha Dutt,samar11@example.org,00920981960,26,Male,Moradabad,Telangana,Tier 3,752334,2024-09-07,True
CUST0417,Kritika Lad,maharajfitan@example.org,0911791124,50,Female,Ahmedabad,Himachal Pradesh,Tier 1,117536,2022-10-29,False
CUST0418,Anthony Sachdev,surfaraj@example.org,6657224029,46,Male,Jaipur,Rajasthan,Tier 2,155799,2022-06-06,False
CUST0419,Nathan Vig,jairaj39@example.org,0882351305,42,Male,Patna,Chhattisgarh,Tier 2,124473,2024-04-28,False
CUST0420,Chaitaly Sibal,gsarin@example.com,+914234619942,25,Female,Lucknow,Uttar Pradesh,Tier 2,767694,2022-05-23,True
CUST0421,Leela Sanghvi,iraprakash@example.net,+917208496498,42,Male,Jaipur,Kerala,Tier 2,012562,2023-05-11,False
CUST0422,Elijah Kale,kamya25@example.org,+915053795381,24,Female,Indore,Madhya Pradesh,Tier 2,938318,2023-07-10,False
CUST0423,Oviya Saran,ekaja33@example.org,07046117295,29,Female,Vadodara,Odisha,Tier 2,390409,2023-03-08,False
